['139 ', 'Polideportivo Wûrzburg  ', 'Lunes a Viernes ', ' ', '8:00 a 15:00 ', ' ', '14:00 a 23:00 ', ' ', '0 ', '1 ', '2014-12-30 09:29:28 ', '2014-12-30 09:29:28 '],
['140 ', 'Pabellón Alamedilla  ', 'De Lunes a Viernes ', ' ', '08:00 a 15:00 ', ' ', '16:00 a 23:00 ', ' ', '0 ', '1 ', '2014-12-30 09:37:44 ', '2014-12-30 09:37:44 '],
['141 ', 'Polideportivo Río Tormes  ', 'De Lunes a Viernes ', ' ', '08:00 a 15:00 ', ' ', '16:00 a 23:00 ', ' ', '0 ', '1 ', '2014-12-30 09:44:05 ', '2014-12-30 09:44:05 '],
['142 ', 'Polideportivo La Salud  ', 'De Lunes a Viernes ', ' ', '08:00 a 15:00 ', ' ', '16:00 a 23:00 ', ' ', '0 ', '1 ', '2014-12-30 09:50:52 ', '2014-12-30 09:50:52 '],
['143 ', 'Complejo Deportivo Vicente del Bosque  ', 'De Lunes a Viernes ', ' ', '08:00 a 15:00 ', ' ', '16:00 a 23:00 ', ' ', '0 ', '1 ', '2014-12-30 09:56:22 ', '2014-12-30 09:56:22 '],
['144 ', 'Polideportivo Rosa Colorado Luengo  ', 'De Lunes a Viernes ', ' ', '08:00 a 23:00 ', ' ', ' ', ' ', '0 ', '1 ', '2014-12-30 16:22:25 ', '2014-12-30 16:22:25 '],
['145 ', 'La Tahona de la Abuela - Rúa Mayor  ', 'De Lunes a Domingo ', ' ', '09:00 a 21:00 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-06 13:24:42 ', '2015-01-06 13:24:42 '],
['146 ', 'La Tahona de la Abuela - Estación Autobuses  ', 'De Lunes a Domingo ', ' ', '09:00 a 22:00 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-06 13:36:17 ', '2015-01-06 13:36:17 '],
['147 ', 'La Tahona de la Abuela - Canalejas  ', 'De Lunes a Domingo ', ' ', '09:00 a 15:00 ', ' ', '17:00 a 21:00 ', ' ', '0 ', '1 ', '2015-01-06 13:44:51 ', '2015-01-06 13:44:51 '],
['148 ', 'La Tahona de la Abuela - Plaza de la fuente  ', 'De Lunes a Domingo ', ' ', '09:00 a 15:00 ', ' ', '17:00 a 21:00 ', ' ', '0 ', '1 ', '2015-01-06 14:45:01 ', '2015-01-06 14:45:01 '],
['149 ', 'La Tahona de la Abuela - María Auxiliadora  ', 'De Lunes a Domingo ', ' ', '09:00 a 15:00 ', ' ', '17:00 a 21:00 ', ' ', '0 ', '1 ', '2015-01-06 14:45:34 ', '2015-01-06 14:45:34 '],
['150 ', 'La Tahona de la Abuela - Plaza Mayor  ', 'De Lunes a Domingo ', ' ', '09:00 a 23:00 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-06 15:14:18 ', '2015-01-06 15:14:18 '],
['151 ', 'Cines Van Dyck - Centro Comercial El Tormes  ', 'De Lunes a Domingo ', ' ', '16:30 a 23:00 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-06 15:48:20 ', '2015-01-06 15:55:13 '],
['152 ', 'Cines Van Dyck  ', 'De Lunes a Domingo ', ' ', '16:30 a 23:00 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-06 15:55:29 ', '2015-01-06 15:55:29 '],
['153 ', 'Parque de Bomberos  ', 'Servicio de asistencia ', ' ', '365 días del año ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-06 16:11:57 ', '2015-01-06 16:11:57 '],
['154 ', 'Colegio Arzobispo Fonseca  ', 'De Lunes a Viernes ', ' ', '09:00 a 14:00 ', ' ', '16:00 a 19:00 ', ' ', '0 ', '1 ', '2015-01-06 17:07:19 ', '2015-01-06 17:07:19 '],
['155 ', 'Biderbost, Boscán & Rochin  ', 'Reservar cita ', ' ', 'Vía reserva online ', ' ', 'Vía Telefónica ', ' ', '0 ', '1 ', '2015-01-06 17:32:17 ', '2015-01-06 17:32:17 '],
['156 ', 'El Cielo de Salamanca  ', 'De Lunes a Sábado  ', ' ', '12:00 a 14:00 ', ' ', '16:00 a 19:00 ', ' ', '0 ', '1 ', '2015-01-06 20:08:01 ', '2015-01-06 20:08:01 '],
['157 ', 'Ieronimus  ', 'Horario de Verano (Marzo-Diciembre) ', ' ', 'Lunes a Domingo ', ' ', '10:00 a 20:00 ', ' ', '5 ', '1 ', '2015-01-11 18:05:20 ', '2015-01-11 18:05:20 '],
['158 ', 'Ieronimus  ', 'Horario de Invierno (Enero-Febrero) ', ' ', 'Lunes a Domingo ', ' ', '10:00 a 18:00 ', ' ', '4 ', '1 ', '2015-01-11 18:06:01 ', '2015-01-11 18:06:06 '],
['159 ', 'Museo del Comercio y la Industria  ', 'Lunes a Sábado ', ' ', '10:00 a 14:00 ', ' ', '17:00 a 20:00 ', ' ', '8 ', '1 ', '2015-01-11 18:37:27 ', '2015-01-11 18:37:27 '],
['160 ', 'Museo del Comercio y la Industria  ', 'Domingo ', ' ', '10:00 a 14:00 ', ' ', 'Lunes - Cerrado ', ' ', '0 ', '1 ', '2015-01-11 18:38:18 ', '2015-01-11 18:38:18 '],
['161 ', 'Centro Documental de la Memoria Histórica  ', 'De Lunes a Jueves ', ' ', '08:30 a 20:30 ', ' ', ' ', ' ', '3 ', '1 ', '2015-01-11 19:17:21 ', '2015-01-11 19:17:21 '],
['162 ', 'Centro Documental de la Memoria Histórica  ', 'Viernes ', ' ', '08:30 a 19:30 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-11 19:17:48 ', '2015-01-11 19:17:48 '],
['163 ', 'NOOR CENTER - Masaje y Estética Integral  ', 'De Lunes a Sábado  ', ' ', 'Con reserva  ', ' ', 'Vía telefónica ', ' ', '0 ', '1 ', '2015-01-11 20:27:49 ', '2015-01-11 20:27:49 '],
['164 ', 'Teatro Juan del Enzina  ', 'Consultar Eventos ', ' ', 'Vía sitio web ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-12 12:15:21 ', '2015-01-12 12:15:21 '],
['165 ', 'Demirat Abogados  ', 'De Lunes a Viernes ', ' ', '09:00 a 14:00 ', ' ', '17:00 a 20:30 ', ' ', '0 ', '1 ', '2015-01-12 16:56:50 ', '2015-01-12 16:56:50 '],
['166 ', 'Auditorio Hospedería Fonseca  ', 'Consultar Eventos ', ' ', 'Vía sitio web ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-12 17:26:38 ', '2015-01-12 17:26:38 '],
['167 ', 'Hola MOBI  ', 'De Lunes a Viernes ', ' ', '10:00 a 14:00 ', ' ', '17:00 a 20:00 ', ' ', '0 ', '1 ', '2015-01-12 17:41:10 ', '2015-01-12 17:41:10 '],
['168 ', 'Opencel Salamanca - Avda. Villamayor  ', 'De Lunes a Viernes ', ' ', '09:30 a 13:45 ', ' ', '16:30 a 20:00 ', ' ', '0 ', '1 ', '2015-01-13 12:14:15 ', '2015-01-13 12:14:15 '],
['169 ', 'Centro de estética Quiroga  ', 'De Lunes a Viernes ', ' ', '10:00 a 22:00 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-13 12:23:09 ', '2015-01-13 12:23:09 '],
['170 ', 'Centro de estética Quiroga  ', 'Sábado ', ' ', '10:00 a 14:00 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-13 12:23:35 ', '2015-01-13 12:23:35 '],
['171 ', 'CSLewis  ', 'De Lunes a Jueves ', ' ', '16:30 a 19:30 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-13 15:12:49 ', '2015-01-13 15:12:49 '],
['172 ', 'CSLewis  ', 'Otros horarios ', ' ', 'Con cita previa. ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-13 15:13:12 ', '2015-01-13 15:13:12 '],
['173 ', 'Casa Paca  ', 'De Lunes a Domingo ', ' ', 'Comidas 13:00 a 16:00 ', ' ', 'Cenas 20:30 a 00:00 ', ' ', '2 ', '1 ', '2015-01-15 08:43:10 ', '2015-01-15 08:43:10 '],
['174 ', 'Ixora Centro Laser  ', 'De Lunes a Viernes ', ' ', '10:00 a 20:30 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-15 09:09:04 ', '2015-01-15 09:09:04 '],
['175 ', 'DOZE Restaurante  ', 'Domingo a Miércoles ', ' ', '11:00 a 02:00 ', ' ', ' ', ' ', '4 ', '1 ', '2015-01-15 16:28:12 ', '2015-01-15 16:28:12 '],
['176 ', 'DOZE Restaurante  ', 'Jueves ', ' ', '11:00 a 03:30 ', ' ', ' ', ' ', '3 ', '1 ', '2015-01-15 16:28:45 ', '2015-01-15 16:28:45 '],
['177 ', 'DOZE Restaurante  ', 'Viernes y Sábado ', ' ', '11:00 a 04:30 ', ' ', ' ', ' ', '2 ', '1 ', '2015-01-15 16:29:17 ', '2015-01-15 16:29:17 '],
['178 ', 'Le Sablon  ', 'Lunes a Domingo ', ' ', '13:30 a 15:30 ', ' ', '21:00 a 23:30 ', ' ', '0 ', '1 ', '2015-01-15 16:40:25 ', '2015-01-27 07:55:41 '],
['179 ', 'El Poney Pisador  ', 'De Lunes a Domingo ', ' ', '14:00 a 16:00 ', ' ', '21:00 a 01:00 ', ' ', '0 ', '1 ', '2015-01-15 16:46:14 ', '2015-01-15 16:46:14 '],
['180 ', 'Pans&Company  ', 'De Lunes a Domingo ', ' ', '09:00 a 24:00 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-15 17:10:27 ', '2015-01-15 17:10:27 '],
['181 ', 'Restaurante Lío  ', 'Domingo a Jueves ', ' ', '12:00 a 24:00 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-16 07:56:16 ', '2015-01-16 07:57:10 '],
['182 ', 'Restaurante Lío  ', 'Viernes y Sábado ', ' ', '12:00 a 01:00 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-16 07:56:47 ', '2015-01-16 07:56:47 '],
['183 ', 'SmartAdvices  ', 'De Lunes a Domingo ', ' ', 'Reservar cita ', ' ', 'Vía telefónica o sitio web ', ' ', '0 ', '1 ', '2015-01-16 08:15:48 ', '2015-01-16 08:15:57 '],
['184 ', 'Ixora Centro Laser  ', 'Sábado ', ' ', '10:00 a 14:00 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-16 08:25:40 ', '2015-01-16 08:25:40 '],
['185 ', 'Dharmae Naturopatía  ', 'De Lunes a Sábado  ', ' ', '09:15 a 21:00 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-19 09:12:23 ', '2015-01-19 09:12:23 '],
['186 ', 'Santa Teresa de Jesús  ', 'De Lunes a Domingo ', ' ', '10:30 a 13:00 ', ' ', '16:00 a 17:00 ', ' ', '0 ', '1 ', '2015-01-24 18:11:30 ', '2015-01-24 18:11:30 '],
['187 ', 'Convento MM Carmelitas Descalzas  ', 'De Lunes a Domingo ', ' ', '08:15 a 13:30 ', ' ', '16:00 a 20:00 ', ' ', '0 ', '1 ', '2015-01-24 18:28:42 ', '2015-01-24 18:28:42 '],
['188 ', 'Iglesia de San Juan de la Cruz  ', 'De Lunes a Domingo ', ' ', '10:00 a 13:30 ', ' ', '16:00 a 19:00 ', ' ', '0 ', '1 ', '2015-01-24 18:42:38 ', '2015-01-24 18:45:26 '],
[' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' '],
['190 ', 'Castillo de los Duques de Alba  ', 'Lunes a Viernes ', 'Monday to Friday ', '10:30 a 20:00 ', '10:30 to 20:00 ', '(última visita media hora antes del cierre) ', ' ', '0 ', '1 ', '2015-01-24 20:06:58 ', '2015-05-18 09:07:19 '],
['191 ', 'Iglesia y Convento de la Madre de Dios  ', 'De Lunes a Domingo ', ' ', '17:00 a 18:00 ', ' ', 'Grupos consultar ', ' ', '0 ', '1 ', '2015-01-24 20:49:33 ', '2015-01-24 20:49:33 '],
['192 ', 'Monasterio Benedictino de Santa María de las Dueñas  ', 'Venta de Productos ', ' ', '09:00 a 14:00 ', ' ', '16:00 a 19:00 ', ' ', '0 ', '1 ', '2015-01-24 21:04:41 ', '2015-01-24 21:04:41 '],
['193 ', 'Parroquia de San Pedro Apóstol  ', 'Lunes a Domingo ', ' ', 'Horario de misa ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-24 21:15:21 ', '2015-01-24 21:15:21 '],
['194 ', 'Monasterio de San Leonardo  ', 'De Lunes a Viernes ', ' ', '09:00 a 13:00 ', ' ', '16:00 a 19:00 ', ' ', '0 ', '1 ', '2015-01-24 21:16:00 ', '2015-01-24 21:16:00 '],
['195 ', 'Castillo de los Duques de Alba  ', 'De Lunes a Viernes ', ' ', '10:30 a 20:00 ', ' ', '(última visita media hora antes del cierre) ', ' ', '0 ', '1 ', '2015-01-24 22:00:22 ', '2015-05-18 07:54:35 '],
['196 ', 'Restos de la Muralla (El Torreón)  ', 'De Lunes a Domingo ', ' ', 'Horario libre ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-24 22:12:18 ', '2015-01-24 22:12:18 '],
['197 ', 'Ermita de la Virgen de Otero  ', 'Consultar ', ' ', 'Vía telefónica ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-24 22:26:55 ', '2015-01-24 22:26:55 '],
['198 ', 'Iglesia de la Anunciación  ', 'Visitas a la Iglesia ', ' ', '08:15 a 13:30 ', ' ', '16:00 a 20:30 ', ' ', '0 ', '1 ', '2015-01-24 22:41:45 ', '2015-01-24 22:41:45 '],
['199 ', 'Iglesia de las MM Isabeles  ', 'Lunes a Viernes ', ' ', 'Visitas  ', ' ', '17:00 a 18:00 ', ' ', '0 ', '1 ', '2015-01-26 09:56:26 ', '2015-01-26 09:56:58 '],
['200 ', 'Iglesia de S. Pedro  ', 'De Lunes a Viernes ', ' ', 'Visitas ', ' ', '30 minutos antes del culto ', ' ', '0 ', '1 ', '2015-01-26 10:01:17 ', '2015-01-26 10:01:17 '],
['201 ', 'Iglesia de San Juan  ', 'De Lunes a Domingo ', ' ', '11:00 a 13:30 ', ' ', '16:00 a 18:00 ', ' ', '0 ', '1 ', '2015-01-26 10:07:14 ', '2015-01-26 10:07:14 '],
['202 ', 'Iglesia de San Juan de la Cruz  ', 'De Lunes a Domingo ', ' ', '10:00 a 13:30 ', ' ', '16:00 a 19:00 ', ' ', '0 ', '1 ', '2015-01-26 10:16:32 ', '2015-01-26 10:16:32 '],
['203 ', 'Iglesia MM Benedictinas  ', 'De Lunes a Domingo ', ' ', '09:00 a 14:00 ', ' ', '16:00 a 19:00 ', ' ', '0 ', '1 ', '2015-01-26 10:27:09 ', '2015-01-26 10:27:09 '],
['204 ', 'Monasterio de San Leonardo  ', 'De Lunes a Viernes ', ' ', '09:00 a 13:00 ', ' ', '16:00 a 19:00 ', ' ', '0 ', '1 ', '2015-01-26 10:31:54 ', '2015-01-26 10:31:54 '],
['205 ', 'Alameda  ', 'De Lunes a Domingo ', ' ', '08:00 a 24:00 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-26 10:50:17 ', '2015-01-26 10:50:17 '],
['206 ', 'Café Manterola  ', 'De Lunes a Domingo ', ' ', '08:00 a 24:00 ', ' ', 'Jueves Cerrado ', ' ', '0 ', '1 ', '2015-01-26 10:54:43 ', '2015-01-26 10:54:43 '],
['207 ', 'Camping Tormes  ', 'De Lunes a Domingo ', ' ', '09:00 a 24:00 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-26 10:59:24 ', '2015-01-26 10:59:24 '],
['208 ', 'Casa Fidel  ', 'De Lunes a Domingo ', ' ', '10:00 a 24:00 ', ' ', 'Jueves Cerrado ', ' ', '0 ', '1 ', '2015-01-26 11:02:50 ', '2015-01-26 11:02:50 '],
['209 ', 'Casa Vive  ', 'De Martes a Domingo ', ' ', '11:00 a 17:00 ', ' ', '18:00 a 24:00 ', ' ', '0 ', '1 ', '2015-01-26 11:06:33 ', '2015-01-26 11:06:33 '],
['210 ', 'Don Fadrique  ', 'De Lunes a Domingo ', ' ', '12:00 a 01:00 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-26 11:17:08 ', '2015-01-26 11:17:08 '],
['211 ', 'Doña Matea  ', 'Lunes a Domingo ', ' ', '09:00 a 24:00 ', ' ', 'Lunes (tarde) Cerrado ', ' ', '0 ', '1 ', '2015-01-26 11:27:22 ', '2015-01-26 11:27:22 '],
['212 ', 'El Trébol  ', 'De Lunes a Domingo ', ' ', '09:00 a 24:00 ', ' ', 'Martes Cerrado ', ' ', '0 ', '1 ', '2015-01-26 11:32:04 ', '2015-01-26 11:32:04 '],
[' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' '],
['214 ', 'Museo Arqueológico  ', 'Lunes a Viernes ', ' ', '09:00 a 14:00  ', ' ', '16:00 a 19:00 ', ' ', '2 ', '1 ', '2015-01-26 13:42:53 ', '2015-01-26 13:43:13 '],
['215 ', 'Museo Arqueológico  ', 'Sábado ', ' ', '09:00 a 14:00 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-26 13:43:29 ', '2015-01-26 13:43:29 '],
[' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' '],
['217 ', 'Museo Teresiano  ', 'De Lunes a Domingo ', ' ', '10:00 a 13:30 ', ' ', '16:00 a 18:00 ', ' ', '0 ', '1 ', '2015-01-26 13:58:35 ', '2015-01-26 13:58:35 '],
['218 ', 'Ayuntamiento  ', 'De Lunes a Viernes ', ' ', '09:00 a 14:00 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-26 14:13:35 ', '2015-01-26 14:13:35 '],
['219 ', 'Casa Molino  ', 'Martes a Viernes ', ' ', '16:00 a 19:00 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-26 14:18:15 ', '2015-01-26 14:18:15 '],
['220 ', 'Plaza de Toros  ', 'Concertar cita ', ' ', 'Vía telefónica ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-26 14:22:59 ', '2015-01-26 14:22:59 '],
['221 ', 'Teatro  ', 'Según función ', ' ', ' ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-26 14:30:10 ', '2015-01-26 14:30:10 '],
['222 ', 'Restaurante Don Fadrique  ', 'De Lunes a Viernes ', ' ', '13:30 a 15:30 ', ' ', '20:30 a 23:00 ', ' ', '0 ', '1 ', '2015-01-26 15:12:03 ', '2015-01-26 15:12:03 '],
['223 ', 'Mar. Lo  ', 'De Lunes a Domingo ', ' ', '13:00 a 23:00 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-26 15:23:11 ', '2015-01-26 15:23:11 '],
['224 ', 'Doña Matea  ', 'De Lunes a Domingo ', ' ', '09:00 a 24:00 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-26 17:52:41 ', '2015-01-26 17:52:41 '],
['225 ', 'Restaurante Alameda  ', 'De Lunes a Domingo ', ' ', '13:30 a 14:00 ', ' ', '20:30 a 23:00 ', ' ', '0 ', '1 ', '2015-01-26 18:44:25 ', '2015-01-26 18:44:25 '],
['226 ', 'Certamen Regional de Moda  ', 'Centro Comercial el Tormes ', ' ', '30 de Enero ', ' ', '20:00 a 21:00 ', ' ', '0 ', '1 ', '2015-01-26 18:54:15 ', '2015-01-26 19:03:57 '],
['227 ', 'El Trébol  ', 'De Lunes a Domingo ', ' ', '13:00 a 16:00 ', ' ', '20:30 a 23:00 ', ' ', '0 ', '1 ', '2015-01-27 08:34:01 ', '2015-01-27 08:34:01 '],
['228 ', 'Hostal - Restaurante América  ', 'De Lunes a Domingo ', ' ', '09:00 a 23:00 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-27 08:44:23 ', '2015-01-27 08:44:23 '],
['229 ', 'Hotel Alameda  ', 'De Lunes a Domingo ', ' ', 'Recepción 24 horas ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-27 09:11:47 ', '2015-01-27 09:11:47 '],
['230 ', 'Bar Miratormes  ', 'Recepción ', ' ', '09:00 a 23:00 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-28 09:18:54 ', '2015-01-28 09:18:54 '],
['231 ', 'Hostal El Trébol  ', 'Recepción ', ' ', '09:00 a 20:00 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-28 09:24:06 ', '2015-01-28 09:24:06 '],
['232 ', 'Camping Tormes  ', 'Recepción ', ' ', '09:00 a 20:00 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-28 09:32:38 ', '2015-01-28 09:32:38 '],
['233 ', 'Casa Paca  ', 'De Lunes a Domingo ', ' ', 'Comidas 13:00 a 16:00 ', ' ', 'Cenas 20:30 a 00:00 ', ' ', '0 ', '1 ', '2015-01-28 10:54:59 ', '2015-01-28 10:54:59 '],
['234 ', 'GMI Soluciones Informática  ', 'De Lunes a Domingo ', ' ', 'Servicio a Domicilio ', ' ', 'Necesario agendar cita previa ', ' ', '0 ', '1 ', '2015-01-29 11:52:25 ', '2015-01-29 11:52:25 '],
['235 ', 'Tratamiento lifting con mesoterapia facial  ', 'Concertar cita ', ' ', 'Vía telefónica ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-29 17:19:50 ', '2015-01-29 17:19:50 '],
['236 ', '2 Masajes de espalda de 45 minutos de duración cada uno  ', 'De Lunes a Viernes ', ' ', '09:30 a 13:00 ', ' ', 'Necesario hacer cita previa ', ' ', '0 ', '1 ', '2015-01-29 17:32:37 ', '2015-01-29 17:32:37 '],
['237 ', 'Paki Palla  ', 'De Lunes a Domingo ', ' ', '23:00 - 04:30 ', ' ', ' ', ' ', '0 ', '1 ', '2015-01-30 11:32:23 ', '2015-01-30 11:32:23 '],
['238 ', 'La jamonería de Carmen  ', 'De Lunes a Viernes ', ' ', '10:15 a 14:00 ', ' ', '17:00 a 20:30 ', ' ', '3 ', '1 ', '2015-02-24 10:05:54 ', '2015-02-24 10:05:54 '],
['239 ', 'La jamonería de Carmen  ', 'Sábado ', ' ', '10:15 a 14:30 ', ' ', ' ', ' ', '0 ', '1 ', '2015-02-24 10:06:14 ', '2015-02-24 10:06:14 '],
['240 ', 'La jamonería de Carmen  ', 'De Lunes a Sábado  ', ' ', '08:00 a 00:00 ', ' ', ' ', ' ', '0 ', '1 ', '2015-02-24 14:04:34 ', '2015-02-24 14:04:34 '],
['241 ', 'Parador de Salamanca  ', 'Recepción ', ' ', '24 horas. ', ' ', ' ', ' ', '0 ', '1 ', '2015-02-24 14:51:07 ', '2015-02-24 14:51:07 '],
['242 ', 'Hotel Horus Salamanca  ', 'Recepción ', ' ', '24 horas. ', ' ', ' ', ' ', '0 ', '1 ', '2015-02-24 15:07:53 ', '2015-02-24 15:07:53 '],
['243 ', 'Medicalzen  ', 'De Lunes a Viernes ', ' ', '10:00 a 14:00 ', ' ', '16:00 a 20:00 ', ' ', '0 ', '1 ', '2015-02-24 15:38:37 ', '2015-02-24 15:38:37 '],
['244 ', 'Revolutum Hostel  ', 'Recepción ', ' ', '24 horas. ', ' ', ' ', ' ', '0 ', '1 ', '2015-02-24 15:57:31 ', '2015-02-24 15:57:31 '],
['245 ', 'El Alquimista  ', 'Domingo a Jueves ', ' ', '13:45 a 15:30 ', ' ', '20:45 a 23:00 ', ' ', '6 ', '1 ', '2015-02-25 17:26:02 ', '2015-02-25 17:26:02 '],
['246 ', 'El Alquimista  ', 'Viernes y Sábado ', ' ', '13:45 a 15:30 ', ' ', '20:45 a 23:30 ', ' ', '3 ', '1 ', '2015-02-25 17:26:35 ', '2015-02-25 17:26:35 '],
['247 ', 'El Alquimista  ', 'Descanso Semanal ', ' ', 'Martes noche y Miércoles todo el día. ', ' ', ' ', ' ', '1 ', '1 ', '2015-02-25 17:27:11 ', '2015-02-25 17:27:11 '],
['248 ', 'Argentto  ', 'De Lunes a Sábado  ', ' ', '10:15 a 14:00 ', ' ', '17:15 a 20:30 ', ' ', '0 ', '1 ', '2015-02-25 17:45:52 ', '2015-02-25 17:45:52 '],
['249 ', 'Hierro y Albero Salamanca  ', 'De Lunes a Sábado  ', 'Monday to Saturday ', '10:00 a 14:00 ', '10:00 a 14:00 ', '17:00 a 20:30 ', '17:00 a 20:30 ', '0 ', '1 ', '2015-02-26 09:05:27 ', '2015-02-26 09:05:27 '],
['250 ', 'Carnaby Street  ', 'De Lunes a Sábado  ', 'Monday to Saturday ', '10:30 a 14:00 ', '10:30 to 14:00 ', '17:15 a 20:15 ', '17:15 to 20:15 ', '0 ', '1 ', '2015-02-26 09:17:04 ', '2015-02-26 09:17:04 '],
['251 ', 'Restaurante Río de la Plata  ', 'Martes a Domingo ', 'Tuesday to Sunday ', '13:30 a 16:00 ', '13:30 to 16:00 ', '21:00 a 24:00 ', '21:00 to 24:00 ', '0 ', '1 ', '2015-02-26 09:48:29 ', '2015-02-26 09:48:29 '],
['252 ', 'La cocina de Toño  ', 'Martes a Domingo ', 'Tuesday to Sunday ', '13:30 a 16:00 ', '13:30 to 16:00 ', '20:30 a 24:00 ', '20:30 to 24:00 ', '4 ', '1 ', '2015-02-26 10:35:08 ', '2015-02-26 10:35:08 '],
['253 ', 'La cocina de Toño  ', 'Lunes ', 'Monday ', 'Cerrado ', 'Closed ', ' ', ' ', '0 ', '1 ', '2015-02-26 10:35:43 ', '2015-02-26 10:35:43 '],
['254 ', 'Icaria Solarium  ', 'Abierto 364 días del año ', 'Open 364 days at year ', '09:30 a 21:30 ', '09:30 to 21:30 ', ' ', ' ', '0 ', '1 ', '2015-02-26 10:53:31 ', '2015-02-26 10:54:45 '],
['255 ', 'Restaurante Lis  ', 'Martes a Sábado ', 'Tuesday to Saturday ', '13:30 a 16:00 ', '13:30 to 16:00 ', '20:30 a 23:00 ', '20:30 to 23:00 ', '3 ', '1 ', '2015-02-26 11:18:31 ', '2015-02-26 11:18:31 '],
['256 ', 'Restaurante Lis  ', 'Domingo ', 'Sunday ', '13:30 a 16:00 ', '13:30 to 16:00 ', ' ', ' ', '2 ', '1 ', '2015-02-26 11:26:39 ', '2015-02-26 11:26:39 '],
['257 ', 'Restaurante Montero  ', 'De Lunes a Domingo ', 'Monday to Sunday ', '12:30 a 16:00 ', '12:30 to 16:00 ', '20:30 a 24:00 ', '20:30 to 24:00 ', '2 ', '1 ', '2015-02-26 11:49:41 ', '2015-02-26 11:49:41 '],
['258 ', 'Restaurante Montero  ', 'Cerrado ', ' ', 'Lunes por la tarde ', ' ', 'Martes todo el día ', ' ', '0 ', '1 ', '2015-02-26 11:50:07 ', '2015-07-24 10:48:22 '],
['259 ', 'Vandyck Mexican Lounge  ', 'Martes y Miércoles ', 'Tuesday and Wednesday ', '07:00 a 00:30 ', '07:00 to 00:30 ', ' ', ' ', '7 ', '1 ', '2015-02-27 09:32:14 ', '2015-02-27 09:32:14 '],
['260 ', 'Vandyck Mexican Lounge  ', 'Jueves ', 'Thursday ', '07:00 a 01:30 ', '07:00 to 01:30 ', ' ', ' ', '5 ', '1 ', '2015-02-27 09:32:56 ', '2015-02-27 09:32:56 '],
['261 ', 'Vandyck Mexican Lounge  ', 'Viernes  ', 'Friday  ', '07:00 a 02:30 ', '07:00 to 02:30 ', ' ', ' ', '4 ', '1 ', '2015-02-27 09:34:53 ', '2015-02-27 09:34:53 '],
['262 ', 'Vandyck Mexican Lounge  ', 'Sábado ', 'Saturday  ', '08:00 a 02:30 ', '08:00 to 02:30 ', ' ', ' ', '3 ', '1 ', '2015-02-27 09:35:31 ', '2015-02-27 09:35:31 '],
['263 ', 'Vandyck Mexican Lounge  ', 'Domingo ', 'Sunday ', '08:00 a 01:00 ', '08:00 to 01:00 ', ' ', ' ', '2 ', '1 ', '2015-02-27 09:36:02 ', '2015-02-27 09:36:02 '],
['264 ', 'Vandyck Mexican Lounge  ', 'Lunes ', 'Monday ', 'Cerrado ', 'Closed ', ' ', ' ', '1 ', '1 ', '2015-02-27 09:36:18 ', '2015-02-27 09:36:18 '],
